coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Wed Nov 18 15:18:23 +0000 2020,,,http://todayheadline.co/dolly-parton-learned-she-funded-the-moderna-covid-19-vaccine-when-the-rest-of-us-did/,0,1329081524239560000,,,,en,,FALSE,0,,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",Dolly Parton learned she funded the Moderna Covid-19 vaccine when the rest of us did https://t.co/4BvRd8Yn8g,https://twitter.com/TodayHeadline42/status/1329081524239564809,Sun Sep 22 13:28:13 +0000 2013,TodayHeadline42,FALSE,#Todayheadline is an online #news which aims to provide #latest #trendynews and #updates around the #world #sport #politics #health #business #tech,215,652,236,4,United States,todayheadline,TodayHeadline42,185493,,http://www.todayheadline.co,FALSE
,Mon Dec 07 19:10:16 +0000 2020,,,,0,1336025251856180000,,,,en,,,0,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Trump to sign coronavirus vaccine executive order prioritizing Americans over foreign nations,https://twitter.com/XStarPolitical/status/1336025251856183298,Thu Jul 23 02:33:16 +0000 2015,XStarPolitical,FALSE,,1,188,14,5,"Florida, USA",Star Political,XStarPolitical,8037,,,FALSE
,Thu Nov 12 15:35:04 +0000 2020,,https://twitter.com/mlnangalama/status/1326911398333517824/photo/1,http://dlvr.it/RlXmsn,1,1326911398333510000,,,,en,,FALSE,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","via @PerilofAfrica  WHO chief urges vigilance as world waits for coronavirus vaccine: Ethiopian biologist Tedros Adhanom Ghebreyesus, who leads the World Health Organization, warned citizens to keep adhering to social distancing and mask-wearing rules in… https://t.co/InaMGp3bZS https://t.co/PHGwBB04sB",https://twitter.com/mlnangalama/status/1326911398333517824,Sat May 12 20:03:03 +0000 2012,mlnangalama,FALSE,"Alumni of https://t.co/kVkLacr7xz , https://t.co/EcBtL4PMIj , https://t.co/svKTNhE2x8  All tweets & retweets are endorsements even if I have no clue of what I am saying ✌✌WhatsApp +15068716371",7384,4469,2120,232,"Moncton, Canada",Martha Leah Nangalama,mlnangalama,1493106,,http://perilofafrica.com,FALSE
,Wed Dec 02 20:40:40 +0000 2020,CovidVaccine Covid19UK coronavirus,,https://twitter.com/drjanaway/status/1334151488474648576,1,1334236062680480000,,,,en,"North Kelsey, England",FALSE,1,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Impressive, accurate and super succint vaccine mythbusting by @drjanaway 👏🏻💉👏🏻💉👏🏻
#CovidVaccine 
#Covid19UK 
#coronavirus https://t.co/gtrsYOYacq",https://twitter.com/JuliaCleave/status/1334236062680485890,Wed Jan 14 21:58:08 +0000 2009,JuliaCleave,FALSE,,15238,285,689,11,Lincolnshire,Julia Cleave💙 🐕🐾🐈🐰♟🪴🧶🌵🌸🌺🌿❤,JuliaCleave,3686,,,FALSE
,Thu Dec 03 15:30:17 +0000 2020,Covid19vaccine Zambia africa covid19 coronavirus vaccine health,,https://furtherafrica.com/2020/12/03/when-will-we-have-a-covid-19-vaccine-in-zambia/,0,1334520339808780000,,,,en,,FALSE,0,,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",When will the #Covid19vaccine be in #Zambia ? - #africa #covid19 #coronavirus #vaccine #health https://t.co/u2k5tj226K,https://twitter.com/FurtherAfrica/status/1334520339808784384,Thu Oct 22 23:07:12 +0000 2015,FurtherAfrica,FALSE,Collection of news clipping about #finance and #investment opportunities in subsaharan #africa,1425,15348,304,28,"London, England",Further Africa,FurtherAfrica,9750,,http://www.furtherafrica.com,FALSE
,Tue Nov 10 13:11:27 +0000 2020,COVID19 vaccines,,,0,1326150479663990000,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dear tinfoil hat brigade. Has it occurred to you that the reason a vaccine has been invented so ""quickly"", (almost a year now since #COVID19 was first identified) is because medical experts have been developing #vaccines since 1796 and kind of know what they are fucking doing 🤷🏻‍♀️",https://twitter.com/DeadDollKay/status/1326150479663992834,Wed Aug 12 20:59:36 +0000 2009,DeadDollKay,FALSE,"PoliticsPixie. Socialist. Blind. veggie. Mum of a beautiful teen who is deaf.
opinionated sweary Londoner. she/her. 

Do no harm, take no shit 🌹 🙏🏻 NO DMs 🖤",3412,3596,2547,4,"south east London, uk",the happy little hippy 🇪🇺🏴‍☠️,DeadDollKay,2889,,,FALSE
,Thu Nov 12 16:42:56 +0000 2020,,,http://a.msn.com/01/en-us/BB1aXbFZ?ocid=st,0,1326928474267900000,,,,en,,FALSE,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Fauci: Coronavirus won't be a pandemic for 'a lot longer' thanks to vaccines https://t.co/yLA2h7gbmJ They should fire you,https://twitter.com/GeorgeHertzog/status/1326928474267906048,Wed Oct 19 12:19:57 +0000 2011,GeorgeHertzog,FALSE,"Born 8-23-43, retired after 30 years at the same company, divorced with no children,",0,37,27,0,"Lancaster, Pa.",George Hertzog,GeorgeHertzog,918,,,FALSE
,Mon Nov 09 17:38:42 +0000 2020,IDoNotConsent,,https://twitter.com/davidkurten/status/1325826559249420294,2,1325855347047840000,,,,en,,FALSE,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I believe the Nuremberg Code is still in existence, so there will be no compulsory vaccination; I won’t have this vaccine if there were no Nuremberg Code!! #IDoNotConsent https://t.co/WTG1lrGXCm",https://twitter.com/HHelenakhl/status/1325855347047849985,Sun Jul 21 23:03:11 +0000 2013,HHelenakhl,FALSE,"Wife, mother, blood donor, volunteer, love Pilates, history. Delighted that Brexit has finally happened, but politically homeless now. No DMs, please",210191,3836,4109,23,,Lynne 🌸🥛,HHelenakhl,146123,,,FALSE
,Tue Nov 17 22:01:02 +0000 2020,curfew coronavirus Covid19 Quarantine vaccine,https://twitter.com/SquareOffs/status/1328820467709435907/photo/1,https://squareoffs.co/2KhhY1U,1,1328820467709430000,,,,en,,FALSE,0,,,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","53% of SquareOff users would support a statewide #curfew to help prevent the spread of #coronavirus. Do you agree? See what people are saying, and express your opinion at https://t.co/qH6ixEL2Hv
#Covid19 #Quarantine #vaccine https://t.co/ALUa2F8Pad",https://twitter.com/SquareOffs/status/1328820467709435907,Mon Nov 14 15:25:19 +0000 2011,SquareOffs,FALSE,What People Are Thinking.,13290,2105,1667,86,,SquareOffs,SquareOffs,1557,,http://www.squareoffs.com,FALSE
,Mon Nov 16 13:50:33 +0000 2020,vaccine vaccines COVID__19 coronavirus COVAXIN BharatBiotech,,https://www.freepressjournal.in/india/covaxin-indias-indigenous-covid-19-vaccine-enters-phase-iii-trials,3,1328334645168010000,,,,en,,FALSE,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","'Covaxin', India's indigenous COVID-19 vaccine, enters Phase-III trials 

#vaccine #vaccines #COVID__19 #coronavirus #COVAXIN #BharatBiotech 

https://t.co/gN9FkaBfZM",https://twitter.com/fpjindia/status/1328334645168013313,Mon May 09 14:15:05 +0000 2011,fpjindia,FALSE,The voice of #Mumbai. The Free Press Journal is one of the oldest English daily newspapers from Mumbai with a heritage of more than 90 years.,622,22083,537,413,India,Free Press Journal,fpjindia,235803,,http://www.freepressjournal.in,TRUE
,Mon Nov 09 19:13:44 +0000 2020,,,https://twitter.com/IvankaTrump/status/1325808238328156160,3,1325879263241760000,,,,en,,FALSE,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","So the virus has a 99 % survival rate and the vaccine has a 90% prevention rate. 

I’ll take my chances with the virus. No vaccine for me, thanks. https://t.co/K3vrP4Gkpq",https://twitter.com/taylordean13/status/1325879263241760768,Sun Dec 19 17:00:20 +0000 2010,taylordean13,FALSE,FOLLOWER OF CHRIST • HUSBAND • AMERICAN #MAGA 🇺🇸 #KAG 🇺🇸,42537,1863,1904,7,United States 🇺🇸,||TDH||,taylordean13,45160,,http://tshirts4trump.com,FALSE
,Mon Nov 09 21:54:01 +0000 2020,,,https://twitter.com/AP/status/1325888040519274499,3,1325919597795700000,,,,en,,FALSE,0,,,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","This is pretty good news, but of course there is more work to be done. If we get a proven vaccine in 2021, I’ll be ecstatic. https://t.co/NWXRJ6RRo1",https://twitter.com/gh0ulface/status/1325919597795700736,Fri Jul 24 19:11:53 +0000 2009,gh0ulface,FALSE,"Hello, I am Jeff. INTP. he/him. Video game enthusiast. 1/3 of #TheSkillTree: A Gaming Podcast. Content creator. Email: gh0ulfacegames@gmail.com #BLM",43934,750,3928,19,The Geek Dojo,Zinogre,gh0ulface,28079,,https://gh0ulface.carrd.co,FALSE
,Wed Dec 02 17:39:05 +0000 2020,,,http://dlvr.it/RmsBv1,0,1334190362865270000,,,,en,,FALSE,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Coronavirus Update: CDC committee votes on U.S. vaccine-distribution plan https://t.co/kRUb7sO2wF,https://twitter.com/MMCAnchor/status/1334190362865270785,Sat Jul 06 23:52:11 +0000 2019,MMCAnchor,FALSE,Twitter Anchor #breakingnews #stockmarketnews #News #Daytrading #SwingTrading #crypto #options #stocks #Bitcoin #Banca #xrp,1087,161,369,4,USA,The Watchman,MMCAnchor,127432,,,FALSE
,Mon Nov 09 19:03:32 +0000 2020,Greece,https://twitter.com/ceoworld/status/1325876696134848512/photo/1,,18,1325876696134840000,,,,en,,FALSE,6,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Good news: @pfizer's COVID-19 vaccine may be more than 90% effective

Meet the Greek CEO: An Aristotle University @aristoteleio grad @Pfizer CEO Albert Bourla, born in Thessaloniki, #Greece. Bravo 🇬🇷

Let's hope the @Pfizer and BioNTech vaccine is the end of this awful chapter https://t.co/eF55J4trxm",https://twitter.com/ceoworld/status/1325876696134848512,Thu May 29 06:41:09 +0000 2008,ceoworld,FALSE,"CEO and editorial director of the @CEOWORLD magazine, an extensively kudized author, noted journalist, syndicated columnist, and ostensible entrepreneur.",62131,321349,144148,763,"Attiki, Greece",Dr. Amarendra Bhushan Dhiraj,ceoworld,79175,,https://ceoworld.biz,TRUE
,Tue Nov 17 21:05:40 +0000 2020,,,https://twitter.com/rickberke/status/1328798655797743617,1,1328806532394350000,,,,en,,FALSE,0,,,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","Inject me with that vaccine lol

I think I can squeeze into Phase 2 group. https://t.co/l1APWjLqjC",https://twitter.com/gabrielmata/status/1328806532394352640,Sat Mar 28 22:10:46 +0000 2009,gabrielmata,FALSE,"Biology is life, literally!",10440,138,494,5,Portland,Gabe,gabrielmata,15292,,http://vsco.com/gabemata,FALSE
,Mon Nov 09 15:33:54 +0000 2020,,,https://twitter.com/HalberdC/status/1325791456397844485,2,1325823941433290000,,,,en,,FALSE,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",$HALB let's goo! No one wants a rushed vaccine. Period. https://t.co/MKK5DtWNFD,https://twitter.com/sthlheader/status/1325823941433290753,Fri Sep 18 23:29:44 +0000 2020,sthlheader,FALSE,"TSX, TSX.V, CSE  & OTC investor. looking for 5 bags minimum on all plays. Go big or go home. 🦂🦂🦂",808,295,220,1,,Sthlheader,sthlheader,706,,,FALSE
,Mon Nov 30 12:14:46 +0000 2020,,,https://www.newsupdated.in/moderna-to-apply-today-for-fda-authorization-for-its-covid-19-vaccine/,0,1333383971938440000,,,,en,,FALSE,0,,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",Moderna to apply today for FDA authorization for its Covid-19 vaccine https://t.co/VwnkpqfAIc,https://twitter.com/Newsupdated_in/status/1333383971938443265,Tue Aug 11 06:33:13 +0000 2020,Newsupdated_in,FALSE,updated news at every time,28,7,39,0,,Newsupdated.in,Newsupdated_in,31643,,,FALSE
,Tue Nov 10 13:36:47 +0000 2020,,,https://twitter.com/MBuhari/status/1326136598677909511,3159,1326156852737040000,,,,en,,FALSE,3120,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Canada made $1 billion upfront payments to Pfizer, GSK, J&amp;J and others for Cov-19 vaccine to get early access and hedge her bet. What did your govt do? Yet you want early access and equitable distribution? Is opening border to Dangote alone a definition of fairness and equity? https://t.co/tqPFAChrv2",https://twitter.com/tunjiadeniran/status/1326156852737040384,Tue Jan 10 11:10:16 +0000 2012,tunjiadeniran,FALSE,Chartered Accountant|Stockbroker|Teacher|Husband|Father|,727,1194,1265,9,"Hamilton, Ontario","Tunji Adeniran,CFA",tunjiadeniran,11117,,,FALSE
,Wed Nov 18 13:34:59 +0000 2020,,,https://newworldnews.online/2020/11/18/coronavirus-live-news-pfizer-vaccine-has-95-efficacy-and-passed-safety-checks-world-news/,0,1329055505214540000,,,,en,,FALSE,0,,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",Coronavirus live news: Pfizer vaccine ‘has 95% efficacy and passed safety checks’ | World news https://t.co/hz1B1wbh1m,https://twitter.com/NewWorldMedia3/status/1329055505214541824,Sat Jan 18 01:36:07 +0000 2020,NewWorldMedia3,FALSE,,0,0,14,0,,New World Media,NewWorldMedia3,13600,,,FALSE
,Mon Nov 09 18:29:41 +0000 2020,,,https://twitter.com/Reuters/status/1325771337814650886,0,1325868177297970000,,,,en,,FALSE,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",No thanks!!!! Don’t trust them or the vaccine! 😈 https://t.co/WWAQrXzfrk,https://twitter.com/madelynelachan1/status/1325868177297977345,Sat Jan 13 03:13:36 +0000 2018,madelynelachan1,FALSE,"God(Jesus) loving, born again, and bible believing Christian. I’m a mom and wife. I love my family and I became a grandmother 7/5/20 of my sweet Isla Pearl.",17966,127,238,1,"Florida, USA",madelyne lachance,madelynelachan1,17243,,,FALSE
,Fri Dec 04 06:43:13 +0000 2020,,,https://www.independent.co.uk/news/health/coronavirus-pfizer-vaccine-legal-indemnity-safety-ministers-b1765124.html,1,1334750083619950000,,,,en,,FALSE,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","What do HMG know that they aren't sharing?
Is this why NHS staff are no longer first in line to receive the vaccine, but those in care homes and their carers are?
This sounds dodgy as fuck...

https://t.co/CyIhG5UBgl",https://twitter.com/seans2leftfeet/status/1334750083619950592,Thu Apr 15 15:48:54 +0000 2010,seans2leftfeet,FALSE,,8748,19,278,2,"South East, England","Sean 💙💙💙, whose feet are both left",seans2leftfeet,1567,,,FALSE
,Mon Nov 09 13:45:30 +0000 2020,,,,7,1325796657892630000,,,,en,,,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I believe in the efficacy of vaccines 100%, but why would I voluntarily take a  Covid-19 vaccine ? I’m more worried about potential side effects from the rushed vaccine than actually suffering from Covid-19 symptoms.",https://twitter.com/BlimpyJoe/status/1325796657892634629,Wed Nov 06 01:25:35 +0000 2013,BlimpyJoe,FALSE,I stay busy in order to not stay busy,5412,261,598,1,Carajoville,Jõė šçhmø,BlimpyJoe,13026,,,FALSE
,Mon Nov 09 19:43:58 +0000 2020,,,https://twitter.com/BBCNews/status/1325860926948581378,0,1325886870555930000,,,,en,,FALSE,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is a global pandemic and put the world on a war footing, the world needs to be able to get back to work as soon as possible so they haven’t been messing around with developing vaccines. Anti vaxxers can get lost https://t.co/4uSopjSbSn",https://twitter.com/MatthewChattle/status/1325886870555938817,Fri Feb 11 10:27:39 +0000 2011,MatthewChattle,FALSE,"Editorial and news photographer. NUJ member. Working for 34yrs, just getting started. Pro Nikon and FujiFilm kit user. https://t.co/hb8xqPDaYL",20263,800,1882,68,London,Matthew Chattle 📷,MatthewChattle,48948,,http://www.matthewchattle.com/,FALSE
,Mon Nov 09 22:42:56 +0000 2020,,,https://edition.cnn.com/2020/10/21/health/covid-19-vaccine-trial-brazil-astrazeneca-death-bn/index.html,0,1325931907532670000,MaryKenny4,1.32593E+18,504819461,en,,FALSE,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@MaryKenny4 It was 100% effective for one of the COVID-19 vaccine trial volunteers: he died
https://t.co/3ABmdERAjs",https://twitter.com/GrzegKolodziej/status/1325931907532673024,Mon Nov 20 13:19:20 +0000 2017,GrzegKolodziej,FALSE,"""The Irish Independent"" and ""The Burkean Journal"" contributor",1862,79,41,0,,Grzegorz Kołodziej,GrzegKolodziej,3954,,,FALSE
,Mon Dec 07 05:57:40 +0000 2020,RDIF India coronavirus COVID19,,https://www.punekarnews.in/pune-17-volunteers-given-russias-corona-vaccine-sputnik-v-for-human-trial/,1,1335825786096410000,,,,en,,FALSE,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#RDIF and @heteroofficial, to produce in #India over 100 million doses per year of the world’s first registered vaccine against the novel #coronavirus infection #COVID19  @sputnikvaccine @rdif_press 

https://t.co/igZ98ubmWu",https://twitter.com/punekarnews/status/1335825786096418816,Wed Jul 08 19:20:10 +0000 2015,punekarnews,FALSE,Digital News destination of Pune and Pimpri Chinchwad. Share your news on email punekarnews@gmail.com,411,6341,773,27,Pune,Punekar News,punekarnews,8396,,http://punekarnews.in,FALSE
,Fri Nov 13 22:19:38 +0000 2020,,,https://www.skynews.com.au/details/_6209727719001,81,1327375597312500000,,,,en,,FALSE,15,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","President @realDonaldTrump says America’s general public will have access to a COVID-19 vaccine as early as April but was pained New York state would not be receiving delivery because the governor doesn’t “trust” his administration. 

https://t.co/z1H5BC1KLK",https://twitter.com/SkyNewsAust/status/1327375597312507904,Sat Oct 18 02:39:23 +0000 2008,SkyNewsAust,FALSE,"Real news, honest views. Watch Sky News Australia on Foxtel, Sky News on WIN or listen live on iHeartRadio.",1629,533366,15081,4549,"Sydney, Australia",Sky News Australia,SkyNewsAust,270494,,http://www.skynews.com.au,TRUE
,Tue Nov 10 17:04:33 +0000 2020,coronavirus vaccine,,,1,1326209140939770000,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pretty ironic that it’s the makers of Viagra that have managed to unfuck the world 👍#coronavirus #vaccine,https://twitter.com/TheDongaTon/status/1326209140939776002,Mon Dec 05 00:14:32 +0000 2011,TheDongaTon,FALSE,,3491,111,161,1,Port Glasgow,Greg Metcalfe,TheDongaTon,3188,,,FALSE
,Tue Nov 10 13:05:08 +0000 2020,,,https://twitter.com/JoeBiden/status/1325870017401905152,0,1326148890496810000,,,,en,,FALSE,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Few hours with this formed team and we get a vaccine. Holy fuck. Promises made. Promises kept! https://t.co/afiomUp5D9,https://twitter.com/JohnCheemboh/status/1326148890496815104,Thu Jun 25 11:20:41 +0000 2009,JohnCheemboh,FALSE,political counselor. drop out. smart. car hobbyist. engine builder. net/sys admin.,41518,586,817,3,Florida,John Cheemboh,JohnCheemboh,13071,,,FALSE
,Tue Nov 10 08:54:42 +0000 2020,,,,2,1326085866608090000,mac499,1.32608E+18,21649230,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@mac499 @Nigel_Farage Spreading infection of a disease with a 99.997% survival rate if you are under 70 and healthy... Okay... And you know it says on the box the masks do not protect you from COVID19? Just making sure you know.

Oh but after being warned",https://twitter.com/TerryFHunter/status/1326085866608095232,Sun Jun 04 13:19:14 +0000 2017,TerryFHunter,FALSE,When Life closes windows I open doors!,728,187,154,0,,Terry F. Hunter,TerryFHunter,6080,,,FALSE
,Mon Nov 09 18:00:38 +0000 2020,,,https://www.foxnews.com/politics/cuomo-bad-news-pfizer-coronavirus-vaccine-trump-administration,0,1325860864830950000,,,,en,,FALSE,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","https://t.co/Rl9SfKz1mM

He has a point. I refuse to get this vaccine, and I'm gonna make sure my family don't either, bc I don't trust anything Trump praises. He isn't trustworthy, and the people he supports aren't trustworthy either.",https://twitter.com/CodieVerdeLL/status/1325860864830951424,Tue Sep 01 17:59:12 +0000 2020,CodieVerdeLL,FALSE,#1 Emma Verde and Rin Hoshizora stan. || Pokémon || My Little Pony || Anime || Love Live. ||,15095,506,484,3,She/they | ADHD | 23 💛💛,Codie || Leader of Emma Nation🍞💚,CodieVerdeLL,11981,,http://codiecat.carrd.co,FALSE
,Fri Nov 20 20:00:01 +0000 2020,,https://twitter.com/VAAugusta/status/1329877176619986944/photo/1,http://www.va.gov/coronavirus-research https://bit.ly/38YRH2s,0,1329877176619980000,,,,en,,FALSE,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","VA is offering clinical trials to test vaccines and treatments for COVID-19. Anyone over the age of 18 can volunteer: Veterans, family members and friends. Sign up online at https://t.co/4lNTydY4YZ. 

VIDEO: https://t.co/W2EL1dpphC https://t.co/bDvNWijPaO",https://twitter.com/VAAugusta/status/1329877176619986944,Wed Nov 17 18:57:04 +0000 2010,VAAugusta,FALSE,"Providing high-quality, compassionate care to the Veterans of Georgia and South Carolina. Need a Patient Advocate? Call 706-733-0188 Ext. 2827 #AugustaForward",90,1090,337,51,"Augusta, GA",Charlie Norwood VA Medical Center,VAAugusta,2980,,http://www.augusta.va.gov,FALSE
,Sun Dec 06 23:14:16 +0000 2020,,,,129,1335724266831170000,,,,en,,,9,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","So, who should get the COVID-19 vaccine first? Albertans should be first. They're in the most extreme danger because their Premier, @jkenney, is so reckless and incompetent. People in better run provinces can hold on a few weeks longer.",https://twitter.com/BestStephen/status/1335724266831175682,Mon May 30 16:47:35 +0000 2011,BestStephen,FALSE,"Documentary producer, director, camera, editor, writer. Started in '73, filming Canadian seal hunt. Co-founder Animal Protection Party of Canada.",18430,4163,4991,41,"Guelph, Ontario, Canada",Stephen Best,BestStephen,42113,,http://www.stephenbest.ca,FALSE
,Wed Dec 09 01:27:05 +0000 2020,,,https://www.cnbc.com/2020/12/07/coronavirus-live-updates.html,0,1336482466182250000,,,,en,,FALSE,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Covid updates: Trump to sign ‘America First’ vaccines policy as first U.S. approval could be days away  https://t.co/DdreibZRv8,https://twitter.com/VIKBataille/status/1336482466182250500,Tue Jul 26 21:32:11 +0000 2011,VIKBataille,FALSE,"⚖️⚔️ While we only fought for Union for white people, we were defeated; as soon as we added to it Freedom for all, we triumphed. ✌️",70729,982,3196,14,"Washington, D.C.",Vik Bataille,VIKBataille,254688,,,FALSE
,Mon Nov 09 19:14:07 +0000 2020,,,https://twitter.com/LifeNewsHQ/status/1325820075169943554,0,1325879357701840000,,,,en,,FALSE,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Best news about any vaccine. https://t.co/o1XlQfmF6R,https://twitter.com/JeffWittenbrink/status/1325879357701840900,Wed Jul 05 04:06:55 +0000 2017,JeffWittenbrink,FALSE,,17625,124,184,0,"Baton Rouge, LA",Jeff Wittenbrink,JeffWittenbrink,1761,,,FALSE
,Mon Nov 09 13:04:15 +0000 2020,,,https://twitter.com/FinancialTimes/status/1325783255317147648,0,1325786277011180000,,,,en,"Five Points, OH",FALSE,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","“Based on initial data from a large study, Pfizer and its German partner BioNTech said they had observed no serious safety issues and forecast they would receive US government approval this month.”
I won’t take any vaccine unless endorsed by .@CDCgov specifically Dr. Fauci. https://t.co/nnX6smTcIo",https://twitter.com/DorothyBeach/status/1325786277011185664,Mon Oct 06 21:53:54 +0000 2008,DorothyBeach,FALSE,"Fights for #ERA, racial equality | she/her | scientist | interest in #ClimateEmergency, art, politics,future of...| #wearabettermask",111161,3002,1811,165,"Ohio, USA",Dorothy Canzano (#vaccinated) Beach,DorothyBeach,97051,,http://www.linkedin.com/in/dorothybeach,FALSE
,Tue Nov 10 05:47:11 +0000 2020,coronavirus COVID19,,,0,1326038674203680000,CTVToronto,,17659340,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@CTVToronto @ColinDMello @GlobalEdmonton @globalnewsto 
@CP24 @CBC @fordnation
@JohnTory
@TOPublicHealth

Q.

Why would anyone want a vaccine that is 90 percent effective AFTER
2 doses when it's been documented that 99.5 of humans beat it without a vaccin",https://twitter.com/Cheekypleasure1/status/1326038674203684869,Sat Jul 22 03:36:20 +0000 2017,Cheekypleasure1,TRUE,,2489,18,110,0,,justbrowsing,Cheekypleasure1,1408,,,FALSE
,Wed Nov 18 14:31:47 +0000 2020,,,https://twitter.com/NorbertElekes/status/1329048541508022276,0,1329069796348940000,,,,en,,FALSE,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","We will have more then 4 vaccines soon. Pfizer, Moderna, Astrazenica &amp; Covaxin. https://t.co/dSDudA4vtz",https://twitter.com/DhruvalkMehta/status/1329069796348940298,Sat Nov 24 09:18:05 +0000 2012,DhruvalkMehta,FALSE,Marketing Communications Professional-Advertising World-Defence Enthusiast-Observant- Sapiosexual.,60741,685,925,40,"Pune & Vadodara,India",Dhruval Mehta,DhruvalkMehta,20795,,,FALSE
,Mon Nov 09 07:37:10 +0000 2020,greed mink Denmark vaccine COVID19,https://twitter.com/AdamYamey/status/1325703964218814464/photo/1,,1,1325703964218810000,,,,en,,FALSE,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Has the #greed of the #mink industry in #Denmark sabotaged the search  for a #vaccine against #COVID19 ? The Danes might have ignored what happened in Spain. https://t.co/04pw9U6m93,https://twitter.com/AdamYamey/status/1325703964218814464,Sat Jun 09 07:29:18 +0000 2012,AdamYamey,FALSE,"AUTHOR of books about ALBANIA, YUGOSLAVIA, INDIA, SICILY, SOUTH AFRICA ... and more!
""The future is the plant that grows in the soil of the past""",3755,1641,2040,33,"ENGLAND, UK",Adam Yamey,AdamYamey,7013,,http://www.adamyamey.co.uk,FALSE
,Tue Nov 10 06:48:57 +0000 2020,CovidVaccine COVID19 Covid_19 كرونا,,,3,1326054220156570000,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I heard a good news that scientists are finally successfully tested COVID-19 vaccine which is 90% effective. When this will be easily available in all medical stores around the world.

#CovidVaccine #COVID19 #Covid_19 #كرونا",https://twitter.com/faisal_farooq21/status/1326054220156579840,Tue Dec 27 21:05:50 +0000 2011,faisal_farooq21,FALSE,Self Employed (Gold Trader | Business Consultant),1792,210,245,13,"Dubai, United Arab Emirates",BullionTrader,faisal_farooq21,2023,,https://mfaisalfarooq.com,FALSE
